0.000	0.000	0.000	322.442	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.020	0.000	0.000	323.276	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.040	0.000	0.000	325.027	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.060	0.000	0.000	322.997	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.080	0.000	0.000	323.834	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.100	0.000	0.000	323.276	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.120	0.000	0.000	321.543	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.140	0.000	0.000	322.650	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.160	0.000	0.000	321.681	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.180	0.000	0.000	322.511	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.200	0.000	0.000	322.511	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.220	0.000	0.000	322.581	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.240	0.000	0.000	323.625	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.260	0.000	0.000	323.555	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.280	0.000	0.000	321.750	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.300	0.000	0.000	320.718	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.320	0.000	0.000	322.373	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.340	0.000	0.000	322.234	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.360	0.000	0.000	322.581	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.380	0.000	0.000	321.819	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.400	0.000	0.000	322.027	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.420	0.000	0.000	320.993	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.440	0.000	0.000	318.201	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.460	0.000	0.000	319.217	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.480	0.000	0.000	319.013	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.500	0.000	0.000	319.421	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.520	0.000	0.000	320.376	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.540	0.000	0.000	321.612	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.560	0.000	0.000	320.513	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.580	0.000	0.000	320.856	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.600	0.000	0.000	319.353	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.620	0.000	0.000	320.718	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.640	0.000	0.000	320.581	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.660	0.000	0.000	319.966	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.680	0.000	0.000	319.353	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.700	0.000	0.000	320.513	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.720	0.000	0.000	318.878	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.740	0.000	0.000	321.199	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.760	0.000	0.000	319.285	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.780	0.000	0.000	319.966	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.800	0.000	0.000	320.102	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.820	0.000	0.000	319.557	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.840	0.000	0.000	319.081	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.860	0.000	0.000	319.829	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.880	0.000	0.000	319.285	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.900	0.000	0.000	320.034	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.920	0.000	0.000	318.404	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.940	0.000	0.000	319.829	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.960	0.000	0.000	319.898	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
0.980	0.000	0.000	319.421	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.000	0.000	0.000	319.081	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.020	0.000	0.000	319.557	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.040	0.000	0.000	319.149	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.060	0.000	0.000	318.878	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.080	0.000	0.000	319.081	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.100	0.000	0.000	317.393	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.120	0.000	0.000	317.595	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.140	0.000	0.000	318.742	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.160	0.000	0.000	318.539	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.180	0.000	0.000	318.607	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.200	0.000	0.000	318.810	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.220	0.000	0.000	319.353	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.240	0.000	0.000	319.421	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.260	0.000	0.000	318.810	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.280	0.000	0.000	318.945	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
1.300	0.000	0.000	319.013	0.000	15.000	15.481	15.481	0.000	0.000	0.000	
