0.000	1000.000	1000.000	373.134	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.025	1000.000	1000.000	372.208	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.050	1000.000	1000.000	374.719	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.075	1000.000	1000.000	373.042	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.100	1000.000	1000.000	371.932	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.125	1000.000	1000.000	374.532	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.150	1000.000	1000.000	372.763	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.175	1000.000	1000.000	371.287	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.200	1000.000	1000.000	374.625	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.225	1000.000	1000.000	373.785	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.250	1000.000	1000.000	371.471	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.275	1000.000	1000.000	373.413	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.300	1000.000	1000.000	372.024	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.325	1000.000	1000.000	372.578	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.350	1000.000	1000.000	373.042	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.375	1000.000	1000.000	373.692	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.400	1000.000	1000.000	373.134	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.425	1000.000	1000.000	371.471	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.450	1000.000	1000.000	373.042	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.475	1000.000	1000.000	372.578	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.500	1000.000	1000.000	370.188	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.525	1000.000	1000.000	373.878	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.550	1000.000	1000.000	371.839	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.575	1000.000	1000.000	372.208	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.600	1000.000	1000.000	370.645	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.625	1000.000	1000.000	370.462	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.650	1000.000	1000.000	373.320	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.675	1000.000	1000.000	371.287	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.700	1000.000	1000.000	372.763	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.725	1000.000	1000.000	372.856	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.750	1000.000	1000.000	372.024	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.775	1000.000	1000.000	369.004	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.800	1000.000	1000.000	372.949	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.825	1000.000	1000.000	371.287	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.850	1000.000	1000.000	372.578	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.875	1000.000	1000.000	372.116	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.900	1000.000	1000.000	370.828	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.925	1000.000	1000.000	372.578	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.950	1000.000	1000.000	371.012	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
0.975	1000.000	1000.000	373.134	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.000	1000.000	1000.000	371.839	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.025	1000.000	1000.000	372.301	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.050	1000.000	1000.000	372.208	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.075	1000.000	1000.000	371.747	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.100	1000.000	1000.000	371.103	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.125	1000.000	1000.000	371.379	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.150	1000.000	1000.000	371.287	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.175	1000.000	1000.000	371.379	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.200	1000.000	1000.000	371.655	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.225	1000.000	1000.000	370.553	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.250	1000.000	1000.000	371.932	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.275	1000.000	1000.000	371.932	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.300	1000.000	1000.000	371.287	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
1.325	1000.000	1000.000	371.287	0.000	20.000	18.457	18.457	2.000	0.000	0.000	
